,title,rating,price,availability
645,Vogue Colors A to Z: A Fashion Coloring Book,4,52.35,1
646,The Shining (The Shining #1),3,27.88,1
647,The Pilgrim's Progress,2,50.26,1
648,The Perfect Play (Play by Play #1),3,59.99,1
649,The Passion of Dolssa,5,28.32,1
650,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,1
651,The Hunger Games (The Hunger Games #1),5,29.85,1
652,The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,1
653,The Gunning of America: Business and the Making of American Gun Culture,4,16.81,1
654,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,1
655,The Demonists (Demonist #1),2,52.11,1
656,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,1
657,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,1
658,The Beast (Black Dagger Brotherhood #14),5,46.08,1
659,Some Women,5,13.73,1
660,Shopaholic Ties the Knot (Shopaholic #3),5,48.39,1
661,Paper and Fire (The Great Library #2),5,49.45,1
662,Outlander (Outlander #1),5,19.67,1
663,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,1
664,No One Here Gets Out Alive,5,20.02,1
665,Night Shift (Night Shift #1-20),4,12.75,1
666,Needful Things,4,47.51,1
667,Mockingjay (The Hunger Games #3),4,20.44,1
668,Misery,2,34.79,1
669,Little Women (Little Women #1),4,28.07,1
670,It,3,25.01,1
671,Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9,1
672,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,1
673,Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,1
674,Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,1
675,Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,1
676,Gone with the Wind,3,32.49,1
677,God Is Not Great: How Religion Poisons Everything,1,27.8,1
678,Girl With a Pearl Earring,1,26.77,1
679,"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,1
680,Far From True (Promise Falls Trilogy #2),2,34.93,1
681,Dark Lover (Black Dagger Brotherhood #1),1,12.87,1
682,Confessions of a Shopaholic (Shopaholic #1),2,48.94,1
683,Changing the Game (Play by Play #2),3,13.38,1
684,Candide,3,58.63,1
685,Can You Keep a Secret?,1,21.94,1
686,Atlas Shrugged,5,26.58,1
687,Animal Farm,3,57.22,1
688,A Walk to Remember,1,56.43,1
689,A New Earth: Awakening to Your Life's Purpose,5,55.65,1
690,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62,1
691,'Salem's Lot,4,49.56,1
692,Zero History (Blue Ant #3),1,34.77,1
693,Wuthering Heights,3,17.73,1
694,World War Z: An Oral History of the Zombie War,1,21.8,1
695,Wild: From Lost to Found on the Pacific Crest Trail,3,46.02,1
696,"Where'd You Go, Bernadette",1,18.13,1
697,When You Are Engulfed in Flames,5,30.89,1
698,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,1
699,We Are All Completely Beside Ourselves,1,24.04,1
700,Walk the Edge (Thunder Road #2),3,32.36,1
701,Voyager (Outlander #3),5,21.07,1
702,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,1
703,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,1
704,"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,1
705,Under the Banner of Heaven: A Story of Violent Faith,1,30,1
706,Two Boys Kissing,2,32.74,1
707,Twilight (Twilight #1),2,41.93,1
708,Twenties Girl,2,42.8,1
709,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,1
710,Three-Martini Lunch,3,23.21,1
711,"Thinking, Fast and Slow",1,21.14,1
712,The Wild Robot,3,56.07,1
713,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41,1
714,The Undomestic Goddess,4,45.75,1
715,The Travelers,1,15.77,1
716,The Tipping Point: How Little Things Can Make a Big Difference,2,10.02,1
717,The Thing About Jellyfish,1,48.77,1
718,The Stand,2,57.86,1
719,The Smitten Kitchen Cookbook,1,23.59,1
720,The Silkworm (Cormoran Strike #2),5,23.05,1
721,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55,1
722,The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64,1
723,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,23.21,1
724,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57,1
725,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92,1
726,The Rest Is Noise: Listening to the Twentieth Century,1,34.77,1
727,The Red Tent,5,35.66,1
728,The Purpose Driven Life: What on Earth Am I Here for?,3,37.19,1
729,The Purest Hook (Second Circle Tattoos #3),1,12.25,1
730,The Picture of Dorian Gray,2,29.7,1
731,The Paris Wife,3,36.8,1
732,The Obsession,1,45.43,1
733,The Nightingale,4,26.26,1
734,The New Guy (and Other Senior Year Distractions),3,44.92,1
735,The Nanny Diaries (Nanny #1),5,52.53,1
736,The Name of God is Mercy,2,37.25,1
737,The Maze Runner (The Maze Runner #1),1,20.93,1
738,The Lover's Dictionary,2,58.09,1
739,The Lonely Ones,5,43.59,1
740,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92,1
741,The Last Painting of Sara de Vos,2,55.55,1
742,"The Land of 10,000 Madonnas",4,29.64,1
743,The Infinities,1,27.41,1
744,The Husband's Secret,5,52.51,1
745,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,47.8,1
746,The Guns of August,2,14.54,1
747,The Guernsey Literary and Potato Peel Pie Society,1,49.53,1
748,The Goldfinch,3,43.58,1
749,The Giver (The Giver Quartet #1),1,12.3,1
750,The Girl with All the Gifts,3,49.47,1
751,The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14,1
752,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,57.48,1
753,The Exiled,3,43.45,1
754,"The End of Faith: Religion, Terror, and the Future of Reason",4,22.13,1
755,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03,1
756,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35,1
757,The Devil Wears Prada (The Devil Wears Prada #1),1,44.29,1
758,The Demon-Haunted World: Science as a Candle in the Dark,4,52.25,1
759,The Day the Crayons Came Home (Crayons),5,26.33,1
760,The Da Vinci Code (Robert Langdon #2),2,22.96,1
761,The Cuckoo's Calling (Cormoran Strike #1),1,19.21,1
762,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78,1
763,The Complete Poems,5,41.32,1
764,The Catcher in the Rye,1,24.55,1
765,The Cat in the Hat (Beginner Books B-1),2,16.26,1
766,The Case for Christ (Cases for Christianity),1,47.84,1
767,The Book Thief,2,53.49,1
768,The Book of Basketball: The NBA According to The Sports Guy,5,44.84,1
769,The Blind Side: Evolution of a Game,5,53.71,1
770,The Autobiography of Malcolm X,2,23.43,1
771,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32,1
772,The Art of Fielding,1,22.1,1
773,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,1
774,Stiff: The Curious Lives of Human Cadavers,3,36.74,1
775,Spilled Milk: Based on a True Story,1,49.51,1
776,Something Borrowed (Darcy & Rachel #1),5,48.96,1
777,Something Blue (Darcy & Rachel #2),1,54.62,1
778,Soldier (Talon #3),2,24.72,1
779,Shopaholic & Baby (Shopaholic #5),2,46.45,1
780,Seven Days in the Art World,2,52.33,1
781,Seven Brief Lessons on Physics,4,30.6,1
782,Scarlet (The Lunar Chronicles #2),4,14.57,1
783,Sarah's Key,1,46.29,1
784,"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57,1
785,Running with Scissors,4,12.91,1
786,Rogue Lawyer (Rogue Lawyer #1),3,50.11,1
787,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67,1
788,Rework,2,44.88,1
789,Reservations for Two,3,11.1,1
790,Red: The True Story of Red Riding Hood,3,28.54,1
791,Ready Player One,4,19.07,1
792,Quiet: The Power of Introverts in a World That Can't Stop Talking,1,43.55,1
793,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63,1
794,Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13,1
795,Packing for Mars: The Curious Science of Life in the Void,2,56.68,1
796,Outliers: The Story of Success,1,14.16,1
797,Original Fake,3,31.45,1
798,Orange Is the New Black,2,24.61,1
799,One for the Money (Stephanie Plum #1),2,32.87,1
800,Notes from a Small Island (Notes From a Small Island #1),1,40.17,1
801,Night (The Night Trilogy #1),1,13.51,1
802,Neither Here nor There: Travels in Europe,3,38.95,1
803,Naked,3,31.69,1
804,Morning Star (Red Rising #3),1,29.4,1
805,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83,1
806,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,1
807,Me Talk Pretty One Day,2,57.6,1
808,Manuscript Found in Accra,2,34.98,1
809,Lust & Wonder,2,11.87,1
810,Lila (Gilead #3),3,12.47,1
811,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,1
812,Life Without a Recipe,5,59.04,1
813,Life After Life,2,26.13,1
814,Letter to a Christian Nation,1,22.2,1
815,Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11,1
816,Legend (Legend #1),4,43.69,1
817,"Lean In: Women, Work, and the Will to Lead",1,25.02,1
818,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.5,1
819,Lady Renegades (Rebel Belle #3),5,53.04,1
820,Jurassic Park (Jurassic Park #1),1,44.97,1
821,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38,1
822,Is Everyone Hanging Out Without Me? (And Other Concerns),3,20.11,1
823,Into the Wild,5,56.7,1
824,Inferno (Robert Langdon #4),5,41,1
825,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85,1
826,If I Run (If I Run #1),4,49.97,1
827,I've Got Your Number,1,19.69,1
828,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,1
829,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14,1
830,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7,1
831,House of Leaves,1,54.89,1
832,Horrible Bear!,2,37.52,1
833,Holidays on Ice,2,51.07,1
834,Heir to the Sky,4,44.07,1
835,Green Eggs and Ham (Beginner Books B-16),4,10.79,1
836,"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72,1
837,Gratitude,5,26.66,1
838,Gone Girl,5,37.6,1
839,Golden (Heart of Dread #3),4,42.21,1
840,Girl in the Blue Coat,2,46.83,1
841,"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17,1
842,"Friday Night Lights: A Town, a Team, and a Dream",3,51.22,1
843,Fire Bound (Sea Haven/Sisters of the Heart #5),4,21.28,1
844,Fifty Shades Freed (Fifty Shades #3),5,15.36,1
845,Fellside,1,38.62,1
846,Extreme Prey (Lucas Davenport #26),3,25.4,1
847,Eragon (The Inheritance Cycle #1),3,43.87,1
848,Eclipse (Twilight #3),1,18.74,1
849,Dune (Dune #1),1,54.86,1
850,Dracula,3,52.62,1
851,Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48,1
852,Disrupted: My Misadventure in the Start-Up Bubble,5,15.28,1
853,Dead Wake: The Last Crossing of the Lusitania,5,39.24,1
854,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,17.81,1
855,Darkfever (Fever #1),1,56.02,1
856,Dark Places,5,23.9,1
857,Crazy Rich Asians (Crazy Rich Asians #1),5,49.13,1
858,Counting Thyme,1,10.62,1
859,Cosmos,2,36.17,1
860,Civilization and Its Discontents,2,59.95,1
861,Cinder (The Lunar Chronicles #1),1,26.09,1
862,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35,1
863,Career of Evil (Cormoran Strike #3),2,24.72,1
864,Breaking Dawn (Twilight #4),5,35.28,1
865,Brave Enough,5,51.32,1
866,Boy Meets Boy,3,21.12,1
867,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35,1
868,Blink: The Power of Thinking Without Thinking,5,21.74,1
869,Black Flags: The Rise of ISIS,1,40.87,1
870,"Black Butler, Vol. 1 (Black Butler #1)",1,49.31,1
871,Big Little Lies,1,22.11,1
872,Between Shades of Gray,5,20.79,1
873,Best of My Love (Fool's Gold #20),2,27.41,1
874,Beowulf,2,38.35,1
875,Beautiful Creatures (Caster Chronicles #1),5,21.55,1
876,Awkward,2,38.02,1
877,Ash,4,22.06,1
878,Are We There Yet?,3,10.66,1
879,Are We Smart Enough to Know How Smart Animals Are?,1,56.58,1
880,Annie on My Mind,5,36.83,1
881,And Then There Were None,2,35.01,1
882,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48,1
883,A Visit from the Goon Squad,5,14.08,1
884,A Storm of Swords (A Song of Ice and Fire #3),2,31.22,1
885,A Heartbreaking Work of Staggering Genius,5,54.29,1
886,8 Keys to Mental Health Through Exercise,1,31.04,1
887,#GIRLBOSS,1,50.96,1
888,"The Suffragettes (Little Black Classics, #96)",2,11.89,1
889,The Sense of an Ending,3,31.38,1
890,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81,1
891,The Course of Love,3,16.78,1
892,Sugar Rush (Offensive Line #2),1,24.42,1
893,"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75,1
894,"Run, Spot, Run: The Ethics of Keeping Pets",1,20.02,1
895,New Moon (Twilight #2),4,12.86,1
896,Life,5,31.58,1
897,Kindle Paperwhite User's Guide,3,34,1
898,H is for Hawk,5,57.42,1
899,Girl Online On Tour (Girl Online #2),1,53.47,1
900,"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64,1
901,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,52.88,1
902,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51,1
903,While You Were Mine,5,41.32,1
904,Where Lightning Strikes (Bleeding Stars #3),3,39.77,1
905,When I'm Gone,3,51.96,1
906,Ways of Seeing,5,39.51,1
907,"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.4,1
908,Vampire Girl (Vampire Girl #1),2,53.82,1
909,Twenty Love Poems and a Song of Despair,4,30.95,1
910,Travels with Charley: In Search of America,5,57.82,1
911,Three Wishes (River of Time: California #1),2,44.18,1
912,This One Moment (Pushing Limits #1),1,48.71,1
913,The Zombie Room,5,19.69,1
914,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,1
915,The Tumor,5,41.56,1
916,The Story of Hong Gildong,4,43.19,1
917,The Silent Wife,5,12.34,1
918,The Silent Twin (Detective Jennifer Knight #3),3,36.25,1
919,The Selfish Gene,1,29.45,1
920,The Secret Healer,3,34.56,1
921,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12,1
922,The Republic,3,33.78,1
923,The Odyssey,3,29.64,1
924,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,57.7,1
925,The Nicomachean Ethics,1,36.34,1
926,The Name of the Wind (The Kingkiller Chronicle #1),3,50.59,1
927,The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38,1
928,The Little Prince,2,45.42,1
929,The Light of the Fireflies,1,54.43,1
930,The Last Girl (The Dominion Trilogy #1),2,36.26,1
931,The Iliad,1,16.16,1
932,The Hook Up (Game On #1),5,36.29,1
933,The Haters,5,27.89,1
934,The Girl You Lost,5,12.29,1
935,The Girl In The Ice (DCI Erika Foster #1),3,15.85,1
936,The End of the Jesus Era (An Investigation #1),1,14.4,1
937,The Edge of Reason (Bridget Jones #2),4,19.18,1
938,The Complete Maus (Maus #1-2),3,10.64,1
939,The Communist Manifesto,3,14.76,1
940,The Bhagavad Gita,3,57.49,1
941,The Bette Davis Club,3,30.66,1
942,The Art of Not Breathing,4,40.83,1
943,Taking Shots (Assassins #1),2,18.88,1
944,Starlark,3,25.83,1
945,"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12,1
946,Sister Sable (The Mad Queen #1),3,13.33,1
947,Shatter Me (Shatter Me #1),1,42.4,1
948,Shameless,3,58.35,1
949,Shadow Rites (Jane Yellowrock #10),4,21.72,1
950,Settling the Score (The Summer Games #1),2,44.91,1
951,Sense and Sensibility,1,37.46,1
952,"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48,1
953,"Rhythm, Chord & Malykhin",2,28.34,1
954,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,1
955,Paradise Lost (Paradise #1),1,24.96,1
956,"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,1
957,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,29.87,1
958,Origins (Alphas 0.5),1,28.99,1
959,One Second (Seven #7),2,52.94,1
960,On the Road (Duluoz Legend),3,32.36,1
961,Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,55.66,1
962,Off Sides (Off #1),5,39.45,1
963,Of Mice and Men,2,47.11,1
964,Myriad (Prentor #1),4,58.75,1
965,My Perfect Mistake (Over the Top #1),2,38.92,1
966,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,39.39,1
967,Meditations,2,25.89,1
968,Matilda,1,28.34,1
969,Lost Among the Living,4,27.7,1
970,Lord of the Flies,3,24.89,1
971,Listen to Me (Fusion #1),3,58.99,1
972,Kitchens of the Great Midwest,5,57.2,1
973,Jane Eyre,5,38.43,1
974,Imperfect Harmony,4,34.74,1
975,Icing (Aces Hockey #2),4,40.44,1
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,45.24,1
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,34.96,1
978,"Giant Days, Vol. 1 (Giant Days #1-4)",4,56.76,1
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,40.28,1
980,Frankenstein,2,38,1
981,Forever Rockers (The Rocker #12),3,28.8,1
982,Fighting Fate (Fighting #6),3,39.24,1
983,Emma,2,32.93,1
984,"Eat, Pray, Love",3,51.32,1
985,Deep Under (Walker Security #1),5,47.09,1
986,Choosing Our Religion: The Spiritual Lives of America's Nones,4,28.42,1
987,Charlie and the Chocolate Factory (Charlie Bucket #1),3,22.85,1
988,Charity's Cross (Charles Towne Belles #4),1,41.24,1
989,Bright Lines,5,39.07,1
990,Bridget Jones's Diary (Bridget Jones #1),1,29.82,1
991,Bounty (Colorado Mountain #7),4,37.26,1
992,Blood Defense (Samantha Brinkman #1),3,20.3,1
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,34.65,1
994,Beyond Good and Evil,1,43.38,1
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),1,55.53,1
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,57.06,1
997,A Spy's Devotion (The Regency Spies of London #1),5,16.97,1
998,1st to Die (Women's Murder Club #1),1,53.98,1
999,"1,000 Places to See Before You Die",5,26.08,1
